Name,Arabic Name,Variant,Content
Muhazzim,مُهْزِم,N/A,"Muhazzim is an Arabic name for boys that means “defeater”, a person who defeats others."
Muhib,مُحِبّ,N/A,Muhib is an Arabic name for boys that means “one who loves [something or someone]”.
Muhibbudin,مُحِبّ الدِّين,N/A,"Muhibbudin is an Arabic name for boys that means “one who loves the faith”, meaning one who loves and supports Islam."
Muhiyyuddin,مُحْيِ الدِّين,N/A,"Muhiyyuddin is an Arabic name for boys that means “reviver of the faith”, a person who revives and revitalizes Islam and the Muslims."
Muhjid,مُهْجِد,N/A,Muhjid is an Arabic name for boys that means “one who puts someone to sleep”.
Muhsad,مُحْصَد,N/A,"Muhsad is an Arabic name for boys that means “sensible”, “wise”."
Muhsin,مُحْسِن,N/A,Muhsin is an Arabic name for boys that means “doer of good deeds”.
Muhsinin,مُحْسِنِيْن,N/A,Muhsinin is an Arabic name for boys that means “doers of good deeds”. It is a plural of Muhsin. It is used 33 times in the Quran.
Muhtad,مُهْتَد,N/A,"Muhtad is an Arabic name for boys that means “well-guided”, “on the right path”."
Muhtadi,مُهْتَدي,N/A,"Muhtadi is an Arabic name for boys that means “well-guided”, “on the right path”."
Muhtarim,مُحتَرِم,N/A,"Muhtarim is an Arabic name for boys that means “one who respects others”, “one who honors others”."
Muhtasab,مُحْتَسَب,N/A,"Muhtasab is an Arabic name for boys that means “sufficient”, a person who is enough to take care of another person’s needs and wishes."
Muhtasib,مُحْتَسِب,N/A,Muhtasib is an Arabic name for boys that means “one who seeks God’s rewards”.
Muidd,مَعِدّ,N/A,Muidd is an Arabic name for boys that means “preparer”.
Muinudeen,معين الدين,N/A,"Muinudeen is an indirect Quranic name for boys that means “helper of the faith”, one who helps and supports Islam. It is derived from Muin (helper), which comes from the Ain-W-N Quranic root, and Deen (religion, creed, faith), which comes from the D-Y-N Quranic root. Both of these roots are used often in the Quran and Deen is directly mentioned in the Quran."
Muizzawi,مُعِزَّاوي,N/A,"Muizzawi is an Arabic name for boys that means “patient”, “enduring”, “persevering”. It is an attribution to Muizzi."
Muizzi,مُعِزِّي,N/A,"Muizzi is an Arabic name for boys that means “one who imparts patience on others”, “one who encourages others to endure”."
Muizzuddin,مُعِزّ الدين,N/A,"Muizzuddin is an Arabic name for boys that means “one who brings honor and glory to the faith”, a person who brings greatness to the Muslims."
Mujahid,مُجَاهِد,N/A,"Mujahid is an Arabic name for boys that means “striver”, “struggler”, especially one who struggles in the service of God, for example by resisting temptations, doing good deeds, or struggling against evil and corruption with speech and deeds."
Mujammal,مُجَمَّل,N/A,"Mujammal is an Arabic name for boys that means “beautified”, “improved”, “adorned”."
Mujawir,مُجَاوِر,N/A,"Mujawir is an Arabic name for boys that means “neighbor”, “neighboring”."
Mujayed,مُجَايِد,N/A,"Mujayed is an Arabic name for boys that means “praiseworthy”, one who is more generous and selfless than others."
Mujeed,مُجِيد,N/A,"Mujeed is an Arabic name for boys that means “doer of good deeds”, “doer of praiseworthy acts”."
Mujeedan,مُجِيدَان,N/A,"Mujeedan is an Arabic name for boys that means “doer of good deeds”, “doer of praiseworthy acts”."
Mujeedi,مُجِيدِي,N/A,"Mujeedi is an Arabic name for boys that means “doer of praiseworthy deeds”, “doer of glorious deeds”. It is an attribution to Mujeed."
Mujib,مُجِيب,N/A,"Mujib is an Arabic name for boys that means “answerer”, “responder”, especially a person who agrees to help someone who is in need and asking for help."
Mujibi,مُجِيبِيّ,N/A,"Mujibi is an Arabic name for boys that means “answerer”, “responder”, especially a person who agrees to help someone who is in need and asking for help. It is an attribution to Mujib."
Mujiran,مُجِيران,N/A,"Mujiran is an Arabic name for boys that means “protector”, “savior”, “rescuer”. It is a plural of Mujir."
Mujtaba,مُجْتَبَى,N/A,"Mujtaba is an indirect Quranic name for boys that means “chosen”, “selected among many”. It is one of the names of Prophet Muhammad used in Islamic literature. It is derived from the J-B-Y root which is used in a number of places in the Quran."
Mujtahid,مُجْتَهِد,N/A,"Mujtahid is an Arabic name for boys that means “striver”, “struggler”, and a scholar who performs ijtihad, which is the scholarly process of creating solutions to new problems, issues and situations that have not been addressed fully by the available religious texts."
Mukabbir,مُكَبِّر,N/A,"Mukabbir is an Arabic name for boys that means “one who glorifies God”, “one who says Allahu akbar (God is great)”."
Mukaibir,مُكَيْبِر,N/A,"Mukaibir is an Arabic name for boys that means “exalter”, “glorifier”, a person who considers something great or important."
Mukairim,مُكَيْرِم,N/A,"Mukairim is an Arabic name for boys that means “one who treats others with honor”, “one who honors and respects others”. It is the diminutive form of Mukrim."
Mukairiman,مُكَيْرِمَان,N/A,"Mukairiman is an Arabic name for boys that means “one who treats others with honor”, “one who honors and respects others”. It is a plural of of Mukrim."
Mukallaf,مُكَلَّف,N/A,"Mukallaf is an Arabic name for boys that means “responsible”, “obligated”, “entrusted”, especially someone who is no longer a child and is treated as an adult legally."
Mukarram,مُكَرَّم,N/A,"Mukarram is an Arabic name for boys that means “honored”, “respected”."
Mukhallis,مُخَلِّص,N/A,"Mukhallis is an Arabic name for boys that means “purifier”, “selector”, “picker”, “chooser”."
Mukhlas,مُخْلَص,N/A,"Mukhlas is an Arabic name for boys that means “chosen”, “selected”, “purified”."
Mukhlis,مُخْلِص,N/A,"Mukhlis is an Arabic name for boys that means “loyal”, “faithful”, “sincere”."
Mukhlisi,مُخْلِصيّ,N/A,"Mukhlisi is an Arabic name for boys that means “loyal”, “faithful”, “sincere”. It is an attribution to Mukhlis."
Mukhtar,مُخْتَار,N/A,"Mukhtar is an indirect Quranic name for boys that means “chosen one”, “chosen by Allah”. It is also one of the names of Prophet Muhammad. It is derived from the KH-Y-R root which is used in many places in the Quran."
Mukhtari,مُخْتَارِيّ,N/A,"Mukhtari is an Arabic name for boys that means “chosen”, “fine”, “superior”, “excellent”. It is an attribution to Mukhtar."
Muktafi,مُكْتَفِي,N/A,"Muktafi is an Arabic name for boys that means “content”, “one who doesn’t have a desire for more”."
Muktamil,مُكْتَمِل,N/A,"Muktamil is an Arabic name for boys that means “whole”, “complete”, “without shortcoming”."
Mulahib,مُلَاهِب,N/A,"Mulahib is an Arabic name for boys that means “extremely beautiful”, “extremely good-looking”."
Mulaisen,مُلَيْسِن,N/A,"Mulaisen is an Arabic name for boys that means “fluent”, “eloquent”."
Mulatif,مُلَاطِف,N/A,"Mulatif is an Arabic name for boys that means “gentle”, “kind”."
Mulayim,مُلَايِم,N/A,Mulayim is an Arabic name for boys that means “one who makes peace and goodness between two groups of people”.
Mulayin,مُلَايِن,N/A,"Mulayin is an Arabic name for boys that means “gentle”, “kind”."
Multamas,مُلْتَمَس,N/A,"Multamas is an Arabic name for boys that means “desired”, “sought after”, “wanted”."
Multamis,مُلْتَمِس,N/A,"Multamis is an Arabic name for boys that means “desirer”, “seeker”, “wanter”."
Muluk,مُلُوك,N/A,Muluk is an Arabic name for boys that means “kings”.
Mumajjad,مُمجَّد,N/A,"Mumajjad is an arabic name for boys that means “extolled”, “glorified”, “honored”."
Mumajjid,مُمَجِّد,N/A,"Mumajjid is an Arabic name for boys that means “extoller”, “glorifier”."
Mumtaz,مُمْتَاز,N/A,"Mumtaz is an Arabic name for boys that means “excellent”, “exceptional”, “splendid”."
Munaam,مُنَعَّم,N/A,"Munaam is an indirect Quranic name for boys that means “blessed by God”, “graced with God’s bounty”. It is derived from the N-AIN-M root which is used in many places in the Quran."
Munadi,مُنَادِي,N/A,"Munadi is an Arabic name for boys that means “caller”, one who calls someone by name."
Munaj,مُنَّاج,N/A,Munaji is an Arabic name for boys that means “one who engages in secret conversation or intimate discourse”.
Munaji,مُنَاجي,N/A,Munaji is an Arabic name for boys that means “one who engages in a whispered conversation”.
Munajji,مُنَجِّي,N/A,"Munajji is an Arabic name for boys that means “rescuer”, “savior”."
Munal,مُنَال,N/A,"Munal is an Arabic name for boys that means “one who gives something”, “one who enables someone to possess something”."
Munawwar,مُنَوَّر,N/A,"Munawwar is an Arabic name for boys that means “well-lit”, “radiant”."
Munawwir,مُنَوِّر,N/A,"Munawwir is an Arabic name for boys that means “enlightening”, “light-emitting”, “radiant”."
Mundi,مُنْدِي,N/A,"Mundi is an Arabic name for boys that means “generous”, “giving”."
Muneeb,مُنِيْبٌ,N/A,"Muneeb is a Quranic name for boys. It is derived from the Arabic word anaba, which means “he returned to God’s way and made repentance and started being obedient to God again.” Muneeb is a person who constantly returns to God and constantly repents after every sin, major or minor."
Muneim,مُنْعِم,N/A,"Muneim is an Arabic name for boys that means “giver of bounty”, “generous”."
Munir,منير,N/A,"Munir is a direct Quranic name for boys that means “illuminating”, “illulminated”, “enlightening”, “brilliant”. Verse 3:184 is the first of six Quranic mentions:"
Munis,مؤنس,N/A,"Munis is an Arabic name for boys that means “comforting friend”, “a friend who brings joy and calmness to the heart”."
Muniym,مُنعم,N/A,"Munaim is an indirect Quranic name for boys that means “blessed”, “wealthy”, “one who gives charity to others”. It is derived from the N-AIN-M root which is used in many places in the Quran."
Munji,مُنْجِي,N/A,"Munji is an Arabic name for boys that means “rescuer”, “savior”."
Munjid,مُنْجِد,N/A,"Munjid is an Arabic name for boys that means “rescuer”, “savior”."
