Name,Arabic Name,Variant,Content
Omaimiya,أُمَيْمِيَّة,N/A,"Omaimiya is an Arabic name for girls that means “kind and loving like a mother”. It is the attributive form of Umaimah, which is the diminutive form of Umm (“mother”), derived from the A-M-M Quranic root."
Omniati,أمنيتي | أمنياتي,N/A,"Omniati is an Arabic name for girls that means “my hope”, “my wish”. The “a” in Omniati can be read as a short “a” sound, as in the “u” in “run”, in which case it is written as أمنيتي in Arabic. It can also be read as a long “a”, as the “a” in “man”, in which case it is written as أمنياتي. These are two different Arabic words, the second one is the plural of the first one. This the first one means “my hope”, the second one means “my hopes”."
Onaifa,أُنَيْفَة,N/A,"Onaifa is an Arabic name for girls that means “dignified”, “one who has self-respect”. It is the diminutive form of Anifa."
Onaysa,أُنَيْسَة,N/A,"Onaysa is an Arabic name for girls that means “good friend”, “one who brings peace and calm to the heart”."
Onsiyah,أُنْسِيَّة,N/A,Onsiyah is an Arabic name for girls that means “one who brings calm and gladness to the heart”.
Oraiba,أُرَيْبَة,N/A,"Oraiba is an Arabic name for girls that means “keen”, “discerning”, “intelligent”. It is the diminutive form of Areeba."
Oraibia,أُرَيْبِيَّة,N/A,"Oraibia is an Arabic name for girls that means “keen”, “perceptive”, “intelligent”. It is the attributive form of Oraiba."
Orzah,عُرْضَة,N/A,"Orzah is an Arabic name for girls that means “competent”, “proactive”."
Ouhood,عُهُوْد,N/A,"Ouhood is an indirect Quranic name for girls that means “promises”, “covenants”. It is the plural form of the girl name Ahd. Ouhood is derived from the AIN-H26-D root which is used in many places in the Quran."
Oula,أُوْلَى,N/A,"Oula is an Arabic name for girls that means “first”, “foremost”, it is the feminine of Awwal. It is used 20 times in the Quran."
Owaiba,أُوَيْبَة,N/A,"Owaiba is an Arabic name for girls that means “one who repents”, “one who always goes back to God”."
Owaidat,عُوَيْدَات,N/A,"Owaidat is an Arabic name for girls that means “one who visits the sick to console them”, “one who returns”."
Owaiqiba,عُوَيْقِبَة,N/A,"Owaiqiba is an Arabic name for girls that means “reward”, “recompense for good deeds”."
Owaiza,عُوَيْضَة,N/A,"Owaiza is an Arabic name for girls that means “replacement”, something that takes the place of another thing."
Owaria,عُوَارِيَة,N/A,"Owaria is an Arabic name for girls that means “water well”, a well that provides drinking water."
Oyaina,عُيَيْنَاء,N/A,"Oyaina is an Arabic name for girls that means “one who has large eyes”, “one who has beautiful eyes”."
Pareesima,پرى‌سيما,N/A,"Pareesima is a Persian name for girls that means “fairy-faced”, “one who has the appearance of a fairy”, thus meaning “beautiful”."
Qabilaa,قَابلا,N/A,"Qabilaa is an Arabic name for girls that means “accepter”, “approver”. It is a variant of Qabilah."
Qabilah,قَابِلة,N/A,"Qabilah is an Arabic name for girls that means “accepter”, “approver”, one who approves of something or agrees to receive something."
Qaddarah,قَدَارة,N/A,"Qaddarah is an Arabic name for girls that means “arranger”, “organizer”."
Qadduraa,قَدُّورَا,N/A,"Qadduraa is an Arabic name for girls that means “capable”, “able”, “powerful”."
Qaddurah,قَدُّورة,N/A,"Qaddurah is an Arabic name for girls that means “able”, “capable”, “powerful”."
Qadeerah,قَدِيرة,N/A,"Qadeerah is an Arabic name for girls that means “able”, “capable”, “powerful”."
Qadriyyah,قَدْريّة,N/A,"Qadriyyah is an Arabic name for girls that means “able”, “capable”, “powerful”."
Qadumah,قَدُومَة,N/A,"Qadumah is an Arabic name for girls that means “brave”, “bold”."
Qaisah,قَيْسَة,N/A,"Qaisah is an Arabic name for girls that means “firmness”, “strength”."
Qamaraat,قَمَرَات,N/A,"Qamaraat is an Arabic name for girls that means “moons”, being the plural of Qamar (“moon”)."
Qamariyyah,قَمَرِيَّة,N/A,"Qamariyyah is an Arabic name for girls that means “moon-like”, thus meaning “radiant”, “good-looking”."
Qamirah,قَمِرَة,N/A,"Qamirah is an Arabic name for girls that means “moonlit” (something that has moonlight on it), “white and radiant like the moon”."
Qanita,قانتة,N/A,"Qanita means a woman who is truly devoted to God, constant in worshiping Him and praying. The Quran uses the word to describe Maryam/Mary mother of Prophet Isa/Jesus."
Qarirah,قَرِيْرَة,N/A,"Qarirah is an Arabic name for girls that means “calm”, “serene”. It also means “happy”, “full of joy”."
Qarurah,قَرُورة,N/A,"Qarurah is an Arabic name for girls that means “serene”, “tranquil”."
Qaseemah,قَسِيمَة,N/A,Qaseemah is an Arabic name for girls that means “beatiful”. It also means “dawn”.
Qasmaa,قَسْمَاء,N/A,"Qasmaa is an Arabic name for girls that means “beautiful”, “gorgeous”."
Qassamah,قَسَّامَة,N/A,"Qassamah is an Arabic name for girls that means “distributor”, a person who distributes something among people."
Qasumah,قَسُومَة,N/A,Qasumah is an Arabic name for girls that means “beautiful”.
Qayyimah,قَيِّمة,N/A,"Qayyimah is an Arabic name for girls that means “upright”, “good”, “proper”."
Qiraat,قراءة، قراءات,N/A,"Qiraat is an indirect Quranic name for girls that means “recitation of the Quran”. It is derived from the Q-R-HAMZ (he/she read or recited) which is used in many places in the Quran, and is also the root for the word “Quran” (which literally means The Reading, The Recitation):"
Qismah,قِسْمَة,N/A,"Qismah is an Arabic name for girls that means “fortune”, a person’s share of the good things in life."
Qudairah,قُدَيْرة,N/A,"Qudairah is an Arabic name for girls that means “power”, “capability”, “ability”."
Qudrah,قُدْرة,N/A,"Qudrah is an Arabic name for girls that means “power”, “ability”, “capacity”."
Qudwah,قُدْوَة,N/A,"Qudwah is an Arabic name for girls that means “ideal”, “model”, “exemplar”, a person that others follow and learn from."
Qumrah,قُمْرَة,N/A,Qumrah is an Arabic name for girls that means “moonlight”.
Qumri,قُمْرِيّ,N/A,Qumri is an Arabic name for girls that refers to a type of bird belonging to the Clumbidae family (doves and pigeons) known as the European turtle dove in English.
Qurrah,قُرَّة,N/A,"Qurrah is an Arabic name for girls that means “consolation”, “comfort”, a child that brings comfort to her parents and removes their sadness and worries."
Qurrat,قُرّة,N/A,"Qurrat is a direct Quranic name for boys and girls that means “cause of the removal of sadness”, a child who brings joy to his or her parents and prevents them from becoming unhappy."
Qurratul Ain,قرّة العين,N/A,"Qurratul Ain is a direct Quranic name for girls that means “joy and tranquility to the eye”, a child who makes her parents happy and prevents them from becoming sad. It is mentioned once in the Quran in singular and once in plural:"
Qusaimah,قُسَيْمة,N/A,"Qusaimah is an Arabic name for girls taht means “fortune”, one’s share of life’s good things. It is the diminutive form of Qismah."
Raahima,راحمة,N/A,"Raahima is an indirect Quranic name for girls that means “a woman who acts kindly towards others”, “one who has mercy and compassion when she deals with others”. It is derived from the R-H6-M which is used often in the Quran and is the root of two of the most important names of Allah: ar-Rahmaan (the Most Gracious) and ar-Raheem (the Most Merciful). Below is an example of the R-H6-M root in the Quran:"
Rabaa,رَبَاء,N/A,"Rabaa is an Arabic name for girls that means “grace”, “kindness”, “favor”."
Rabab,رَبَاب,N/A,"Rabab is an indirect Quranic name for girls that means “white cloud”. It is derived from the R-B-B (lord, etc) root which is used in many places in the Quran."
Rabeeba,رَبِيْبَة,N/A,"Rabeeba is an Arabic name for girls that means “queen”, “one who is under oath”, “one who has given a promise”."
Rabeehah,رَبيحة,N/A,Rabeehah is an Arabic name for girls that means “winner”.
Rabiah,رَابِعَة,N/A,"Rabiah is an Arabic name for girls that means “fourth”, something or someone that is number four in a series or queue. Rabiah, when used to describe the season of spring, means “rainy”, “fertile”. Rabiah also means “firmly set in place”, “constant”, “stable”, the opposite of shaky and unstable."
Rabihaat,رَابِحات,N/A,"Rabihaat is an Arabic name for girls that means “winners”, “acquirers”, “those who make a profit”. It is the plural of Rabihah."
Rabihah,رَابحة,N/A,"Rabihah is an Arabic name for girls that means “winner”, “acquirer”, “one who makes a profit”."
Rabwah,رَبْوَة,N/A,"Rabwah is an Arabic name for girls that means “highland”, “small hill”, “hilly area”."
Radwaa,رَضْوَى,N/A,"Radwaa is an indirect Quranic name for girls. It is another spelling of Razwaa, for its meaning please see this page: Razwaa. You can pronounce the name with a d or z depending on whichever one (Razwaa or Radwaa) you like more."
Raeda,رائدة,N/A,"Raeda is an indirect Quranic name for girls that means “leader”, “pioneer”, “ahead”, “guide”, and “gentle breeze”. It is derived from the R-W-D root (“to be ahead”, “to not hurry”, “to persuade or seduce”, “gentleness of a breeze”, “willpower”), which is used in many places in the Quran."
Raeefah,رئيفة,N/A,"Raeefah is an Arabic name for girls that means “merciful”, “compassionate”."
Raeesa,رَئِيْسَة,N/A,"Raeesa is an indirect Quranic name for girls that means “leader”, “master”, “chief”, “the best woman among a group of women”. It is derived from the R-HAMZ-S (“head”, “main”) root which is used in many places in the Quran."
Rafa,رَأفة,N/A,"Rafa is an Arabic name for girls that means kindness, compassion and sympathy. It is derived from the R-Hamz-F root which is used in a number of places in the Quran and is the root for one of the 99 Names of Allah: Ar-Raoof (The Compassionate)."
Rafeea,رَفِيْعَة,N/A,"Rafeea is an indirect Quranic name for girls that means “high”, “raised”, “exalted”, “sublime”, “noble”. It is derived from the R-F-AIN root which is used in many places in the Quran."
Rafeedah,رَفِيدَة,N/A,"Rafeedah is an Arabic name for girls that means “helper”, “giver”, “generous”."
